Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price,Price_Hashed,Price_Encrypted,RAM_Size_Encrypted
Lenovo,1.511580057511507,8,1000,15.237159097780152,2.7781652022295886,31623.8142296768,2d27e50e39363c6a49605a4ec8e9d736b62c064415b155412dbae2d4829a72c0,gAAAAABoD4PT09ZynzN8xGThhSRmxDKJJOQ1KJsRf6M648f9iYlrkWw_lCtilcevAkBHIEOt1wBGGSRAYn0Ly_kPsrVP6kwFPb_gcL-mJmrrmTRIekezTB8=,gAAAAABoD4PTBiWyaOqiKuGtfyUJGT3Nqm8LDM-AstwZ3zlDy0kDcEk7Ty-WHFQXB3G1H9jIO-e2z9VQFcr7ZqgtPOeTTANaiw==
Lenovo,2.3337479292278607,4,256,14.205743311362054,2.2627738922178398,9264.933977469056,652e45cefdf8571ad409a4c6e3cc79d84c9ebed27f369f963f0cc0107f8f9d21,gAAAAABoD4PTPUk-jFjKS-oEKxCIPzidNllI3WpeybsUPIOl8J6aKy1MlFq7CUSBn3rMbBm0anEdv1szScOhvBzdeUaOK3bJbawhpUGdl2i3jR91Cmk3yaY=,gAAAAABoD4PTvZiJ1Nk30XYeUphSvjWmdBItaxggFt2hQBaw8fVYAnCDfpqCvYiR2ydQBBm5PnUg4Ps5SvQ4rYM4m9-Pri-epg==
HP,2.4954217339773583,4,1000,14.244407402798624,2.2697487345791068,31549.79984535232,0255d396cd032c9138f6ffd46972885178db193b25a91312565920c91edb9178,gAAAAABoD4PTI4QigZldJegNEYwojXh7oeQZs8H6wWM2fCMQE9CkcKcpG12XuMfkDhznuJIXIutXyYmBtEpevwq7ErZSdfPYVSSZkVW3riQtFnn4fhYL72k=,gAAAAABoD4PTmVy2dz7OPT4Ri8p2qonCwdlQaJgHXYjLPPG6UdXQJTk0oK_kOFUorj01KLwRo1v0Z_PyzaOJ65cbtUhUGuw3Vw==
Asus,2.843489007344808,8,512,13.577575661456388,2.5797482457025045,16729.550875026107,625987ba72165c964b59d7fabea4812c983696715f9e3203415281c66406fb89,gAAAAABoD4PTnI3JgT21qKfxtmV29fpgfZKBykATK7UVbjvpQCQOsaAJzZSMy_e8ZW9wcpqHzGenIYT0Krln8kEbqgAQiEjq2kglUXs3ZkEFht1ZaLYn1Sc=,gAAAAABoD4PToo44X2suoAluLqzkhsIT6kioGv-eNB95RVL3HsI6PuThHCD86P3IIU_uAQ2AoIhd6j_F5RtXWw4N8C6BNYgApQ==
Asus,3.799639041031901,8,1000,12.853006544044046,2.151677563878617,31747.60460557713,12b6528f5ac80e5cb439f9a807d261eccd39a7607f80dc1a47c4405a8bd1d483,gAAAAABoD4PTXGL9SzWuSiFi5bagEgkevLgo8j0TG91sAOt2-CxTHznWhoGPu_2d9iYZlj3QClD7pJbh7dBDaAtW1PBM6UwP1Wi37cwR5r5LJOaoqUVSLvs=,gAAAAABoD4PTar7z66skmyOZI6ciG4xcBfnNCfyKvySzUhTbm2YkSuR19HFFCPMcC2GiGfeUeJudzuxPhzg-6bLPWjn2pAJ2Cw==
Lenovo,2.3658649859149032,32,1000,13.893586167513153,3.8793710590307815,32817.51657673146,d6ebcbe3ebd36677116c133cb727bdc1c09dd31c53dc2a141ea19ae7e9cbd715,gAAAAABoD4PTO6diN2xusr-4MFH70GEP0wIKFw_4jfb-yU_RaLq_bC9nJVkZp1SO1F9zmqPKscQ2hRDC4eXFhZwxfY48Wfb6IlirXq5uZ_9rsd4YkX8tmQI=,gAAAAABoD4PTTHK8ugpu0Cszo-VKLumNgT9l3xeSiZRwkY7Y45nhnng8WZJQUeKBppYwrtIQQF0bzFaZO1NebAF7s9ueZ2Rzxg==
Asus,2.367383004740569,32,256,11.710954152610404,2.8619801495267057,10605.76645913327,e768cdc66143f7c83c77a097084ad0d2bf67098c9a661a45762b7ede4fa7d454,gAAAAABoD4PT3mS_sGVPnM-SHkeQjYontXu4hk8F-q8IPqgJaTDfmIW7cVe67HX2PUuiwmDmizt5sijrmPekbCy12gPGogaK9q5Ys2o-f0CUlyk5CxWn8n0=,gAAAAABoD4PT_dXbR7Nx-LhymlazB1tNHqD-_PDW7h74aHPui5tAahGjhhc8IEtxA_TH7cIFiSW4yUNHoZqKhlCfcpBg4LkFxQ==
Asus,3.343753120274371,32,1000,16.769080033898508,2.839237903307213,32810.02391415497,412ffd74cb04923222c33671aac8652a9aa5789d35a3bf2dcb0107494bb4b3d4,gAAAAABoD4PTByl5IAHYm0m8vNvR6e3kc8dYlWdsXyqCFhmlFRvjIDvWrokzaNT5EG2DKvLUb_5d11CR6tuy3B1249Ipnx72nZJ_3gHn_rY3I5TKT-YAsqk=,gAAAAABoD4PTA0SrA4EgphaqxX71nJpZUu8pnX-CX3P4QLr1ns27hjnNqQII35mvog6AlcZ-xJTDagG4RlAkeulZT9qKHFqqGg==
Dell,2.630544852224518,8,512,15.286464581759589,2.9959948827132954,17059.609275297906,0bfcb30df696e40089e724d7d8447b405163b82f2a609ad12db0214db50ead94,gAAAAABoD4PTKoO2zaV5a943y85hurgT9l3qqOXxe23ZQOin4J_UXGxdWmtWxU9Ha3Jc1x1XU0HYqZNW2-rscVrYw-77cnX66E9QpAkb6U5LrUzT8JZyfSg=,gAAAAABoD4PTxCdl-OjArFVBmsFat-nqoOEFinX1DJxDUsDMCIe9iqrAFZV2aKRJM7p3z4cn7BzU4EfPFKelnOAqSh2sVFLdzw==
Lenovo,2.061512057349955,8,256,16.71480270012708,3.988388822629165,8973.58968596835,4c2d77ffc3a39a47bc67ccbda5d2f30293c0401cbf87baa33e66a067c594150c,gAAAAABoD4PTg5eGnWWA7N3tWVA7kCisxA3pcojlZvRwRLpzBQFU0PIwBr22WHbX4E-NZaa-E_bfusWLgZ_7O-9yyo_7jZXuumd8PzKvNgSbILdJpfwqVQg=,gAAAAABoD4PTcRiVcaVI0EjNwhek8bufKU5wE_YVzwK3dVb33OSq5_CG1OCvK-H0zAsLVQ5_foFLXorQL_zdkqqe-A6QhjEHzA==
Acer,2.6310987903317336,16,256,12.36036429397978,4.611901644450471,9912.491624645294,20da83692f8fd2b7941383ca2b0706a7f29b84b742b5c4480f43bce03aab1f11,gAAAAABoD4PTeB_QNIwZ2gTWqBFdJa3zK0ClYmt_92SQKeJyamGRwrcvuOfuOhHN9blUYtpZRvW1XCq9czH1dkbB_a5VgrnGvUHz_7JqUE804GfzbsM2z_I=,gAAAAABoD4PTy9rp8IEWL-Yircz-viKa_2Q_2JSCkoiZbnfKgCQomfI6H7fm4VqxZvWjJhBCNOZZjXP4SDEEYvGUKvwTWrg21w==
Lenovo,1.8521425509494995,32,1000,16.276046121059167,4.277260797666916,32801.64628030737,a166ef232bb8fe9b718ec02934b7ae843c9a54f0cb3e780d0ec0c7343dcbe94a,gAAAAABoD4PTl1kUKR06TvHH6BqFsxZX2bbPEukIkzJPN4TqAkscxi8kUxwUE-pUKxBOt9A4iEyLO56VF_cGmCh7Ac2z2xUI-xGUAy20UYtRd6sSVdKzuxo=,gAAAAABoD4PTfmUHzxijAeQP7zcCe9gQw5aE5-YzAfgMsNsk21_bMKHpKJvzYIIpjLIw7e5RGSmi50Zdt_S0v1x1wgzH3QKbNQ==
Acer,1.9409674662655585,32,256,15.852739907381231,4.182587690675285,10174.195207302795,dad529924f59169af1353c38bc3b3c6fbfea4f6a096a4afad994cb8d54caddd1,gAAAAABoD4PTMPUdm4egI0W1n9Uj_---4g-l8M2776LFlfrSD1wWb7hOfDifih7KD3X7wsZRzqzsZjdBvkukedINxJNlt-Yx3Qlkh1ICA5ksShGvlw04Gcg=,gAAAAABoD4PTanRhfMX97QwB_Up58MPEPYTm1pQKgtF9iXPr7Y0OJ-e_ZQ0qRamclL-DhygmR6HLf22DjXs7aLsS4Pi_2v9RQw==
Dell,2.7459194318486992,32,256,15.06291447474604,3.453173556802548,10325.364732735776,36a79cb64e6a556c7fe1f8828546a70ff50654e5fce7963737899e33ebbf95e0,gAAAAABoD4PTXVlHNVLaUstw9mPPFtGT7CT2h8QbyQzo9j3Afss-NF8ZZuLZ-M-_7Hd6vYqPnRisWjGMYGMy1UjDhRqmqnawQnch2twm2ybAwVAE-HJ6bU8=,gAAAAABoD4PTz5DK6BnkRSRTSiUV6A7HsVPMOrrutqF9xz_CMEPR4kfXye1qMC_jfWS2F1Nb33temQWW48lwNWUQLvYz3LJVug==
HP,2.5473136237613696,4,256,14.750175116511237,4.081416670902235,9221.138434690329,5117640f2a737f124847e18d716399a1cb47082b202aefa3c3290f0185efb0cf,gAAAAABoD4PTrnmIg5ajfwJNkbrr5MpFKYSBhM0wNzQqlr0jP2xurjzHYYphdIct1rx6qdZ4cP9wdoQ8dj7rBbq9kI4avKLOrSzPb1_TdjmO768LxoRRnT4=,gAAAAABoD4PTIzbLHN143NaCib1LNKdE7fQya0xd7xbJsn6kQVw7pIFyKtLcJswhzwbwGA6mKx5e8M2cJbLbH7AlxHNgX5fxuw==
Asus,3.78711475267025,16,256,12.89929799160722,3.658287104100749,10233.785822237818,4495eba2f9fb5bfa52d53962e6cfad51673111e4f0716b8383fa1e7c98d22c1c,gAAAAABoD4PTxJ9ont4sQqrjc8G7cjSQ5BSs15y9MaBaBZ2eS88l9iMWXO1oqFym9KNrZgEkDYUOJGmmKfFzbqnSnWa5o_Mt8w8lVoIuHh_QJiCbR6LTpjQ=,gAAAAABoD4PT9KKQVnCgaxLju_2TI8FHawJXcOOh9R9RtSTWS7oW7fr_uejbJkt1EbL0_5FoB6Mlux_uZwADxPP40xnQGUKYVQ==
Dell,2.4059847477915826,32,256,15.898464709790185,2.648751584559587,10333.321560418655,2cf58ce9b5f77c5d5bfaacd02ba1249785d6a4776bdddcfdff334675f38b2e12,gAAAAABoD4PTtH0C-Gw6GruysqVd0R6LvBAURbKCK5xqG5dQHjNNarUMhIuPs2POElSdLqZQQtAO9SY25fPkVUVk9i-iqFjW-ZKmWJucV9h6Jk5-PHPZjhM=,gAAAAABoD4PTtHxmm2rFNjDbLqQlzuY0b3iuYyf0qJETs4_YCyMpuTkyB-knv2a0cDCrgq0A475t-2erm_TygYZjigTZtpVUow==
Asus,2.951470875695109,32,256,14.009092768878403,2.625765103223152,10781.539201207572,b3aacc196fca93e062f2e212b276e7c3f8177e2a6435b41dd439248a8e37deb7,gAAAAABoD4PT3XiFFVI8srqbcm9aW7z6DOP65iWtMYLuTFgiacCVlmipvSRggM4_nbsvsjWmknq2EvF3QWRlQSF8iXK_dl7B7aacGBwuLZUXazUg0CDSLQA=,gAAAAABoD4PTQbsSMlJJTvZ3PuFOWbZiaVHtcyprTJtSKJOz9LE48R83VZHBbEcw9auSHxZV5A4mnMs7QbbCR8n8aYRrv2bFqg==
HP,3.080660719798826,32,512,11.425349455347712,2.8891760206258503,18167.2998292549,c9d5ca3808062fe1a2d129d9d871dcee74ace265c16d50473804763adee3cfc4,gAAAAABoD4PTyF_Y1S6PDbwGVIkubNYzYwUVXLlymmP3QgIRl7QzqnLDXZRPt1eymeeY49XAmqZnRXz91o-62mI2vLDG_CMQK-V5P65209d67Amy16bHnMA=,gAAAAABoD4PToNDoKnsclZESO5V7H1Roh142io4a-HVsrNP0kNO56JSwHI8MfZtDwl75kPsDSnhPyX4awceC4YYYe6ZijcgkVA==
HP,1.532736141470834,4,1000,12.87717896513078,4.73240801290944,31381.405548006263,87738d99784dd64fde186fbaac9e867337bc1351a39704e236786aa4ebc8e70a,gAAAAABoD4PTJaUXL62-knIYYkv8UwxklrcMB6wh2P_YFhb3mMrB3SyXPuskmmeEsonD06M9rO6HPt6Cat0gFWH9vuzNTSzLycKRgOscPUMj_6gRTYGHrbU=,gAAAAABoD4PTpQXLjjAmZL8ctkuUlOmKivgMfzc3j0HKIeehjKkElvaNUNjdIg-YXfFKG2uMVGcXvAgVgMtxasuRT3uH-VKXjA==
Dell,3.1588434300417765,4,512,16.611782591271965,3.642244521139178,17124.220074695466,e70393ae6553a7fcf02989c9245cad822883813eabeb61680087b7281388c076,gAAAAABoD4PTjQ9OMdYe1JnKHTKl6boEZa0wPrOc60ybQWJ0m5gDpmKE3RdJUrC1FW_YJpjXfXppX_PdOYrGy84HhQAUVBKQK4IFSXGI9490uncdm3xiHiQ=,gAAAAABoD4PT66ySS-SF15t0LC6HlQASPWBqvyD3UQpmp65z-M-fMmWHPd538veZcFYMVr0pFn1nI3m7lgWmciFFDyNm6WRAQg==
HP,1.9450899171743783,8,256,16.104081563629077,4.201716131005608,9280.14242169389,a27db21618053a407d5fbfbd3b2de770b2fc319573362233040ae7dfeb4c1ae4,gAAAAABoD4PTtPozjgGLFKC2K6rhvBRjb5PDmcdGosz1f6aJqdw5VzScsN4erGFWpM4F6KXh_CQl4jvbjOSuWKYN_3ArItp9VMsknbWN9YL6QwboLmfm0aM=,gAAAAABoD4PTz10lj7uQgAPPaIlOJ8MMpRcB3TCTGaqbul2FKRov7M-01jd91I5ZTiZKUgJM6IcuZvqGyKsiyhX42jAUCKR1Mw==
